"question_number","question","option","is_correct","image_link"
254,"In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das „Trennungsjahr“ einhalten. Was bedeutet das?","Mann und Frau sind ein Jahr verheiratet, dann ist die Scheidung möglich.","No",
254,"In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das „Trennungsjahr“ einhalten. Was bedeutet das?","Das Besuchsrecht für die Kinder gilt ein Jahr.","No",
254,"In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das „Trennungsjahr“ einhalten. Was bedeutet das?","Mann und Frau führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist ",,
255,"Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …","Ordnungsamt.","No",
255,"Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …","Schulamt.","No",
255,"Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …","Jugendamt.","Yes",
255,"Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …","Gesundheitsamt.","No",
256,"Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?","eine Erlaubnis der Polizei","No",
256,"Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?","eine Genehmigung einer Partei","No",
256,"Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?","eine Genehmigung des Einwohnermeldeamts","No",
256,"Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?","eine Gaststättenerlaubnis von der zuständigen Behörde","Yes",
257,"Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …"," einer Hochschule.","No",
257,"Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …","einem Abendgymnasium.","Yes",
257,"Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …","einer Hauptschule.","No",
257,"Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an …","einer Privatuniversität.","No",
258,"Was darf das Jugendamt in Deutschland?","Es entscheidet, welche Schule das Kind besucht.","No",
258,"Was darf das Jugendamt in Deutschland?","Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.","Yes",
258,"Was darf das Jugendamt in Deutschland?","Es bezahlt das Kindergeld an die Eltern.","No",
258,"Was darf das Jugendamt in Deutschland?","Es kontrolliert, ob das Kind einen Kindergarten besucht.","No",
259,"Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …","Rentenberechnung.","No",
259,"Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …","Lehrstellensuche.","Yes",
259,"Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …","Steuererklärung.","No",
259,"Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …","Krankenversicherung.","No",
260,"In Deutschland hat ein Kind in der Schule …","Recht auf unbegrenzte Freizeit.","No",
260,"In Deutschland hat ein Kind in der Schule …","Wahlfreiheit für alle Fächer.","No",
260,"In Deutschland hat ein Kind in der Schule …","Anspruch auf Schulgeld.","No",
260,"In Deutschland hat ein Kind in der Schule …","Anwesenheitspflicht.","Yes",
261,"Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun? An …","einer Hochschule","No",
261,"Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun? An …","einem Abendgymnasium","Yes",
261,"Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun? An …","einer Hauptschule","No",
261,"Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun? An …","einer Privatuniversität","No",
262,"Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?","Niemand darf z.B. wegen einer Behinderung benachteiligt werden.","Yes",
262,"Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?","Man darf andere Personen benachteiligen, wenn ausreichende persönliche Gründe hierfür vorliegen.","No",
262,"Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?","Niemand darf gegen Personen klagen, wenn sie benachteiligt wurden.","No",
262,"Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?","Es ist für alle Gesetz, benachteiligten Gruppen jährlich Geld zu spenden.","No",
263,"In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …","werden bestraft.","Yes",
263,"In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …","werden wie Erwachsene behandelt.","No",
263,"In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …","teilen die Strafe mit ihren Eltern.","No",
263,"In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …","werden nicht bestraft.","No",
264,"Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?","am Rosenmontag","Yes",
264,"Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?","am Maifeiertag","No",
264,"Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?","beim Oktoberfest","No",
264,"Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?","an Pfingsten","No",
265,"Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?","zum Einwohnermeldeamt","No",
265,"Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?","zum Ordnungsamt","No",
265,"Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?","zur Agentur für Arbeit","No",
265,"Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?","zum Standesamt","Yes",
266,"Wann beginnt die gesetzliche Nachtruhe in Deutschland?","wenn die Sonne untergeht","No",
266,"Wann beginnt die gesetzliche Nachtruhe in Deutschland?","um 22 Uhr","Yes",
266,"Wann beginnt die gesetzliche Nachtruhe in Deutschland?","wenn die Nachbarn schlafen gehen","No",
266,"Wann beginnt die gesetzliche Nachtruhe in Deutschland?","um 0 Uhr, Mitternacht","No",
267,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?","Sie müssen die Entscheidung der volljährigen Tochter respektieren.","Yes",
267,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?","Sie haben das Recht, die Tochter in die elterliche Wohnung zurückzuholen.","No",
267,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?","Sie können zur Polizei gehen und die Tochter anzeigen.","No",
267,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?","Sie suchen einen anderen Mann für die Tochter.","No",
268,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?","Sie muss mindestens zehn Jahre in Deutschland leben, bevor sie den Führerschein machen kann.","No",
268,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?","Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.","Yes",
268,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?","Wenn sie kein Deutsch kann, darf sie keinen Führerschein haben.","No",
268,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?","Sie muss den Führerschein in dem Land machen, in dem man ihre Sprache spricht.","No",
269,"In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …","monatliches Taschengeld.","No",
269,"In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …","einen Kindergartenplatz.","Yes",
269,"In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …","einen Platz in einem Sportverein.","No",
269,"In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …","einen Ferienpass.","No",
270,"Die Volkshochschule in Deutschland ist eine Einrichtung …","für den Religionsunterricht.","No",
270,"Die Volkshochschule in Deutschland ist eine Einrichtung …","nur für Jugendliche.","No",
270,"Die Volkshochschule in Deutschland ist eine Einrichtung …","zur Weiterbildung.","Yes",
270,"Die Volkshochschule in Deutschland ist eine Einrichtung …","nur für Rentner und Rentnerinnen.","No",
271,"Was ist in Deutschland ein Brauch zu Weihnachten?","bunte Eier verstecken","No",
271,"Was ist in Deutschland ein Brauch zu Weihnachten?","einen Tannenbaum schmücken","Yes",
271,"Was ist in Deutschland ein Brauch zu Weihnachten?","sich mit Masken und Kostümen verkleiden","No",
271,"Was ist in Deutschland ein Brauch zu Weihnachten?","Kürbisse vor die Tür stellen","No",
272,"Welche Lebensform ist in Deutschland nicht erlaubt?","Mann und Frau sind geschieden und leben mit neuen Partnern zusammen.","No",
272,"Welche Lebensform ist in Deutschland nicht erlaubt?","Zwei Frauen leben zusammen.","No",
272,"Welche Lebensform ist in Deutschland nicht erlaubt?","Ein alleinerziehender Vater lebt mit seinen zwei Kindern zusammen.","No",
272,"Welche Lebensform ist in Deutschland nicht erlaubt?","Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.","Yes",
273,"Bei Erziehungsproblemen gehen Sie in Deutschland …","zum Arzt / zur Ärztin.","No",
273,"Bei Erziehungsproblemen gehen Sie in Deutschland …","zum Gesundheitsamt.","No",
273,"Bei Erziehungsproblemen gehen Sie in Deutschland …","zum Einwohnermeldeamt.","No",
273,"Bei Erziehungsproblemen gehen Sie in Deutschland …","zum Jugendamt.","Yes",
274,"Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?","das Schweigerecht","No",
274,"Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?","das Briefgeheimnis","Yes",
274,"Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?","die Schweigepflicht","No",
274,"Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?","die Meinungsfreiheit","No",
275,"Was braucht man in Deutschland für eine Ehescheidung?","die Einwilligung der Eltern","No",
275,"Was braucht man in Deutschland für eine Ehescheidung?","ein Attest eines Arztes / einer Ärztin","No",
275,"Was braucht man in Deutschland für eine Ehescheidung?","die Einwilligung der Kinder","No",
275,"Was braucht man in Deutschland für eine Ehescheidung?","die Unterstützung eines Anwalts / einer Anwältin","Yes",
276,"Was sollten Sie tun, wenn Sie von Ihrem Ansprechpartner / Ihrer Ansprechpartnerin in einer deutschen Behörde schlecht behandelt werden?","Ich kann nichts tun.","No",
276,"Was sollten Sie tun, wenn Sie von Ihrem Ansprechpartner / Ihrer Ansprechpartnerin in einer deutschen Behörde schlecht behandelt werden?","Ich muss mir diese Behandlung gefallen lassen.","No",
276,"Was sollten Sie tun, wenn Sie von Ihrem Ansprechpartner / Ihrer Ansprechpartnerin in einer deutschen Behörde schlecht behandelt werden?","Ich drohe der Person.","No",
276,"Was sollten Sie tun, wenn Sie von Ihrem Ansprechpartner / Ihrer Ansprechpartnerin in einer deutschen Behörde schlecht behandelt werden?","Ich kann mich beim Behördenleiter / bei der Behördenleiterin beschweren.","Yes",
277,"Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …","kein Englisch spricht.","No",
277,"Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …","zu hohe Gehaltsvorstellungen hat.","No",
277,"Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …","keine Erfahrungen in diesem Beruf hat.","No",
277,"Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …","Mutter ist.","Yes",
278,"Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …","im Rollstuhl sitzt.","Yes",
278,"Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …","keine Erfahrung hat.","No",
278,"Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …","zu hohe Gehaltsvorstellungen hat.","No",
278,"Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …","kein Englisch spricht.","No",
279,"In den meisten Mietshäusern in Deutschland gibt es eine „Hausordnung“. Was steht in einer solchen „Hausordnung“? Sie nennt …","Regeln für die Benutzung öffentlicher Verkehrsmittel.","No",
279,"In den meisten Mietshäusern in Deutschland gibt es eine „Hausordnung“. Was steht in einer solchen „Hausordnung“? Sie nennt …","alle Mieter und Mieterinnen im Haus.","No",
279,"In den meisten Mietshäusern in Deutschland gibt es eine „Hausordnung“. Was steht in einer solchen „Hausordnung“? Sie nennt …","Regeln, an die sich alle Bewohner und Bewohnerinnen halten müssen.","Yes",
279,"In den meisten Mietshäusern in Deutschland gibt es eine „Hausordnung“. Was steht in einer solchen „Hausordnung“? Sie nennt …","die Adresse des nächsten Ordnungsamtes.","No",
280,"Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …","nichts machen.","No",
280,"Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …","den Bescheid wegwerfen.","No",
280,"Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …","Einspruch einlegen.","Yes",
280,"Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …","warten, bis ein anderer Bescheid kommt.","No",
281,"Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …","Gleichbehandlung","Yes",
281,"Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …","Meinungsfreiheit","No",
281,"Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …","Versammlungsfreiheit","No",
281,"Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …","Freizügigkeit","No",
282,"Welches Ehrenamt müssen deutsche Staatsbürger / Staatsbürgerinnen übernehmen, wenn sie dazu aufgefordert werden?","Wahlhelfer / Wahlhelferin","Yes",
282,"Welches Ehrenamt müssen deutsche Staatsbürger / Staatsbürgerinnen übernehmen, wenn sie dazu aufgefordert werden?","Vereinstrainer / Vereinstrainerin","No",
282,"Welches Ehrenamt müssen deutsche Staatsbürger / Staatsbürgerinnen übernehmen, wenn sie dazu aufgefordert werden?","Bibliotheksaufsicht","No",
282,"Welches Ehrenamt müssen deutsche Staatsbürger / Staatsbürgerinnen übernehmen, wenn sie dazu aufgefordert werden?","Lehrer / Lehrerin","No",
283,"Was tun Sie, wenn Sie eine falsche Rechnung von einer deutschen Behörde bekommen?","Ich lege Widerspruch bei der Behörde ein.","Yes",
283,"Was tun Sie, wenn Sie eine falsche Rechnung von einer deutschen Behörde bekommen?","Ich lasse die Rechnung liegen.","No",
283,"Was tun Sie, wenn Sie eine falsche Rechnung von einer deutschen Behörde bekommen?","Ich schicke die Rechnung an die Behörde zurück.","No",
283,"Was tun Sie, wenn Sie eine falsche Rechnung von einer deutschen Behörde bekommen?","Ich gehe mit der Rechnung zum Finanzamt.","No",
284,"Was man für die Arbeit können muss, ändert sich in der Zukunft sehr schnell. Was kann man tun?","Erwachsene müssen auch nach der Ausbildung immer weiter lernen.","Yes",
284,"Was man für die Arbeit können muss, ändert sich in der Zukunft sehr schnell. Was kann man tun?","Es ist egal, was man lernt.","No",
284,"Was man für die Arbeit können muss, ändert sich in der Zukunft sehr schnell. Was kann man tun?","Kinder lernen in der Schule alles, was im Beruf wichtig ist. Nach der Schule muss man nicht weiter lernen.","No",
284,"Was man für die Arbeit können muss, ändert sich in der Zukunft sehr schnell. Was kann man tun?","Alle müssen früher aufhören zu arbeiten, weil sich alles ändert.","No",
285,"Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?","Umsatzsteuer","Yes",
285,"Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?","Lohnsteuer","No",
285,"Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?","Beiträge zur Arbeitslosenversicherung","No",
285,"Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?","Beiträge zur Renten- und Krankenversicherung","No",
286,"Welche Organisation in einer Firma hilft den Arbeitnehmern und Arbeitnehmerinnen bei Problemen mit dem Arbeitgeber / der Arbeitgeberin?","der Betriebsrat","Yes",
286,"Welche Organisation in einer Firma hilft den Arbeitnehmern und Arbeitnehmerinnen bei Problemen mit dem Arbeitgeber / der Arbeitgeberin?","der Betriebsprüfer / die Betriebsprüferin","No",
286,"Welche Organisation in einer Firma hilft den Arbeitnehmern und Arbeitnehmerinnen bei Problemen mit dem Arbeitgeber / der Arbeitgeberin?","die Betriebsgruppe","No",
286,"Welche Organisation in einer Firma hilft den Arbeitnehmern und Arbeitnehmerinnen bei Problemen mit dem Arbeitgeber / der Arbeitgeberin?","das Betriebsmanagement","No",
287,"Sie möchten bei einer Firma in Deutschland Ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?","die Kündigungsfrist","Yes",
287,"Sie möchten bei einer Firma in Deutschland Ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?","die Gehaltszahlungen","No",
287,"Sie möchten bei einer Firma in Deutschland Ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?","die Arbeitszeit","No",
287,"Sie möchten bei einer Firma in Deutschland Ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?","die Versicherungspflicht","No",
288,"Woraus begründet sich Deutschlands besondere Verantwortung für Israel?","aus den nationalsozialistischen Verbrechen gegen Juden","Yes",
288,"Woraus begründet sich Deutschlands besondere Verantwortung für Israel?","aus der Mitgliedschaft in der Europäischen Union (EU)","No",
288,"Woraus begründet sich Deutschlands besondere Verantwortung für Israel?","aus dem Grundgesetz der Bundesrepublik Deutschland","No",
288,"Woraus begründet sich Deutschlands besondere Verantwortung für Israel?","aus der christlichen Tradition","No",
289,"Ein Mann mit dunkler Hautfarbe bewirbt sich um eine Stelle als Kellner in einem Restaurant in Deutschland. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil …","er eine dunkle Haut hat.","Yes",
289,"Ein Mann mit dunkler Hautfarbe bewirbt sich um eine Stelle als Kellner in einem Restaurant in Deutschland. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil …","sine Deutschkenntnisse zu gering sind.","No",
289,"Ein Mann mit dunkler Hautfarbe bewirbt sich um eine Stelle als Kellner in einem Restaurant in Deutschland. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil …","er zu hohe Gehaltsvorstellungen hat.","No",
289,"Ein Mann mit dunkler Hautfarbe bewirbt sich um eine Stelle als Kellner in einem Restaurant in Deutschland. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil …","er keine Erfahrungen im Beruf hat.","No",
290,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?","den Fernseher reklamieren","Yes",
290,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?","eine Anzeige schreiben","No",
290,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?","das Gerät ungefragt austauschen","No",
290,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?","die Garantie verlängern","No",
291,"Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …","es eine Kirchensteuer gibt, die an die Einkommen- und Lohnsteuer geknüpft ist.","Yes",
291,"Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …","das für die Statistik in Deutschland wichtig ist.","No",
291,"Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …","man mehr Steuern zahlen muss, wenn man nicht zu einer Kirche gehört.","No",
291,"Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …","die Kirche für die Steuererklärung verantwortlich ist.","No",
292,"Die Menschen in Deutschland leben nach dem Grundsatz der religiösen Toleranz. Was bedeutet das?","Jeder kann glauben, was er möchte.","Yes",
292,"Die Menschen in Deutschland leben nach dem Grundsatz der religiösen Toleranz. Was bedeutet das?","Es dürfen keine Moscheen gebaut werden.","No",
292,"Die Menschen in Deutschland leben nach dem Grundsatz der religiösen Toleranz. Was bedeutet das?","Alle Menschen glauben an Gott.","No",
292,"Die Menschen in Deutschland leben nach dem Grundsatz der religiösen Toleranz. Was bedeutet das?","Der Staat entscheidet, an welchen Gott die Menschen glauben.","No",
293,"Was ist in Deutschland ein Brauch an Ostern?","Eier bemalen","Yes",
293,"Was ist in Deutschland ein Brauch an Ostern?","Kürbisse vor die Tür stellen","No",
293,"Was ist in Deutschland ein Brauch an Ostern?","einen Tannenbaum schmücken","No",
293,"Was ist in Deutschland ein Brauch an Ostern?","Raketen in die Luft schießen","No",
294,"Pfingsten ist ein …","christlicher Feiertag.","Yes",
294,"Pfingsten ist ein …","deutscher Gedenktag.","No",
294,"Pfingsten ist ein …","internationaler Trauertag.","No",
294,"Pfingsten ist ein …","bayerischer Brauch.","No",
295,"Welche Religion hat die europäische und deutsche Kultur geprägt?","das Christentum","Yes",
295,"Welche Religion hat die europäische und deutsche Kultur geprägt?","der Hinduismus","No",
295,"Welche Religion hat die europäische und deutsche Kultur geprägt?","der Buddhismus","No",
295,"Welche Religion hat die europäische und deutsche Kultur geprägt?","der Islam","No",
296,"In Deutschland nennt man die letzten vier Wochen vor Weihnachten …","die Adventszeit.","Yes",
296,"In Deutschland nennt man die letzten vier Wochen vor Weihnachten …","den Buß- und Bettag.","No",
296,"In Deutschland nennt man die letzten vier Wochen vor Weihnachten …","das Erntedankfest.","No",
296,"In Deutschland nennt man die letzten vier Wochen vor Weihnachten …","Allerheiligen.","No",
297,"Aus welchem Land sind die meisten Migranten / Migrantinnen nach Deutschland gekommen?","Türkei","Yes",
297,"Aus welchem Land sind die meisten Migranten / Migrantinnen nach Deutschland gekommen?","Italien","No",
297,"Aus welchem Land sind die meisten Migranten / Migrantinnen nach Deutschland gekommen?","Polen","No",
297,"Aus welchem Land sind die meisten Migranten / Migrantinnen nach Deutschland gekommen?","Marokko","No",
298,"In der DDR lebten vor allem Migranten aus …","Vietnam, Polen, Mosambik.","Yes",
298,"In der DDR lebten vor allem Migranten aus …","Frankreich, Rumänien, Somalia.","No",
298,"In der DDR lebten vor allem Migranten aus …","Chile, Ungarn, Simbabwe.","No",
298,"In der DDR lebten vor allem Migranten aus …","Nordkorea, Mexiko, Ägypten.","No",
299,"Ausländische Arbeitnehmer und Arbeitnehmerinnen, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …","Gastarbeiter / Gastarbeiterinnen","Yes",
299,"Ausländische Arbeitnehmer und Arbeitnehmerinnen, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …","Schwarzarbeiter / Schwarzarbeiterinnen","No",
299,"Ausländische Arbeitnehmer und Arbeitnehmerinnen, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …","Zeitarbeiter / Zeitarbeiterinnen","No",
299,"Ausländische Arbeitnehmer und Arbeitnehmerinnen, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …","Schichtarbeiter / Schichtarbeiterinnen","No",
300,"Aus welchem Land kamen die ersten Gastarbeiter / Gastarbeiterinnen in die Bundesrepublik Deutschland?","Italien","Yes",
300,"Aus welchem Land kamen die ersten Gastarbeiter / Gastarbeiterinnen in die Bundesrepublik Deutschland?","Spanien","No",
300,"Aus welchem Land kamen die ersten Gastarbeiter / Gastarbeiterinnen in die Bundesrepublik Deutschland?","Portugal","No",
300,"Aus welchem Land kamen die ersten Gastarbeiter / Gastarbeiterinnen in die Bundesrepublik Deutschland?","Türkei","No",
301,"Welches Wappen gehört zum Freistaat Bayern?",2,"Yes",
301,"Welches Wappen gehört zum Freistaat Bayern?",1,"No",
301,"Welches Wappen gehört zum Freistaat Bayern?",3,"No",
301,"Welches Wappen gehört zum Freistaat Bayern?",4,"No",
302,"Welches ist ein Landkreis in Bayern?","Altötting","Yes",
302,"Welches ist ein Landkreis in Bayern?","Prignitz","No",
302,"Welches ist ein Landkreis in Bayern?","Rhein-Sieg-Kreis","No",
302,"Welches ist ein Landkreis in Bayern?","Nordfriesland","No",
303,"Für wie viele Jahre wird der Landtag in Bayern gewählt?",5,"Yes",
303,"Für wie viele Jahre wird der Landtag in Bayern gewählt?",3,"No",
303,"Für wie viele Jahre wird der Landtag in Bayern gewählt?",4,"No",
303,"Für wie viele Jahre wird der Landtag in Bayern gewählt?",6,"No",
304,"Ab welchem Alter darf man in Bayern bei Kommunalwahlen wählen?",18,"Yes",
304,"Ab welchem Alter darf man in Bayern bei Kommunalwahlen wählen?",14,"No",
304,"Ab welchem Alter darf man in Bayern bei Kommunalwahlen wählen?",16,"No",
